fy_year,vintage,region,duration,start_year,degraded,scenario_variant,value
2048,2024-08,VIC,2h,2025,True,base,-996.675
2049,2024-08,VIC,2h,2025,True,base,-982.071
2050,2024-08,VIC,2h,2025,True,base,-959.978
2051,2024-08,VIC,2h,2025,True,base,-951.625
2052,2024-08,VIC,2h,2025,True,base,-938.751
2053,2024-08,VIC,2h,2025,True,base,-923.364
2054,2024-08,VIC,2h,2025,True,base,-906.37
2055,2024-08,VIC,2h,2025,True,base,-894.169
2056,2024-08,VIC,2h,2025,True,base,-882.935
2057,2024-08,VIC,2h,2025,True,base,-861.149
2058,2024-08,VIC,2h,2025,True,base,-853.161
2059,2024-08,VIC,2h,2025,True,base,-836.435
2060,2024-08,VIC,2h,2025,True,base,-827.481
2025,2024-08,VIC,4h,2025,True,base,-2069.608
2026,2024-08,VIC,4h,2025,True,base,-1994.963
2027,2024-08,VIC,4h,2025,True,base,-1956.082
2028,2024-08,VIC,4h,2025,True,base,-1937.418
2029,2024-08,VIC,4h,2025,True,base,-1933.702
2030,2024-08,VIC,4h,2025,True,base,-1897.137
2031,2024-08,VIC,4h,2025,True,base,-1837.084
2032,2024-08,VIC,4h,2025,True,base,-1826.725
2033,2024-08,VIC,4h,2025,True,base,-1796.616
2034,2024-08,VIC,4h,2025,True,base,-1796.139
2035,2024-08,VIC,4h,2025,True,base,-1768.803
2036,2024-08,VIC,4h,2025,True,base,-1775.087
2037,2024-08,VIC,4h,2025,True,base,-1730.165
2038,2024-08,VIC,4h,2025,True,base,-1707.478
2039,2024-08,VIC,4h,2025,True,base,-1682.351
2040,2024-08,VIC,4h,2025,True,base,-1658.179
2041,2024-08,VIC,4h,2025,True,base,-1625.363
2042,2024-08,VIC,4h,2025,True,base,-1605.807
2043,2024-08,VIC,4h,2025,True,base,-1585.706
2044,2024-08,VIC,4h,2025,True,base,-1564.507
2045,2024-08,VIC,4h,2025,True,base,-2066.084
2046,2024-08,VIC,4h,2025,True,base,-2060.66
2047,2024-08,VIC,4h,2025,True,base,-2021.715
2048,2024-08,VIC,4h,2025,True,base,-1991.223
2049,2024-08,VIC,4h,2025,True,base,-1954.09
2050,2024-08,VIC,4h,2025,True,base,-1926.254
2051,2024-08,VIC,4h,2025,True,base,-1898.183
2052,2024-08,VIC,4h,2025,True,base,-1880.616
2053,2024-08,VIC,4h,2025,True,base,-1840.903
2054,2024-08,VIC,4h,2025,True,base,-1809.652
2055,2024-08,VIC,4h,2025,True,base,-1787.024
2056,2024-08,VIC,4h,2025,True,base,-1761.706
2057,2024-08,VIC,4h,2025,True,base,-1729.925
2058,2024-08,VIC,4h,2025,True,base,-1704.587
2059,2024-08,VIC,4h,2025,True,base,-1674.802
2060,2024-08,VIC,4h,2025,True,base,-1660.4
2027,2024-08,NSW,1h,2027,True,base,0.0
2028,2024-08,NSW,1h,2027,True,base,0.0
2029,2024-08,NSW,1h,2027,True,base,-524.1
2030,2024-08,NSW,1h,2027,True,base,-517.245
2031,2024-08,NSW,1h,2027,True,base,-508.56
2032,2024-08,NSW,1h,2027,True,base,-498.743
2033,2024-08,NSW,1h,2027,True,base,-489.897
2034,2024-08,NSW,1h,2027,True,base,-485.112
2035,2024-08,NSW,1h,2027,True,base,-475.587
2036,2024-08,NSW,1h,2027,True,base,-468.318
2037,2024-08,NSW,1h,2027,True,base,-462.554
2038,2024-08,NSW,1h,2027,True,base,-451.658
2039,2024-08,NSW,1h,2027,True,base,-443.207
2040,2024-08,NSW,1h,2027,True,base,-436.221
2041,2024-08,NSW,1h,2027,True,base,-428.366
2042,2024-08,NSW,1h,2027,True,base,-424.106
2043,2024-08,NSW,1h,2027,True,base,-414.528
2044,2024-08,NSW,1h,2027,True,base,-409.558
2045,2024-08,NSW,1h,2027,True,base,-404.679
2046,2024-08,NSW,1h,2027,True,base,-397.157
2047,2024-08,NSW,1h,2027,True,base,-391.746
2048,2024-08,NSW,1h,2027,True,base,-384.826
2049,2024-08,NSW,1h,2027,True,base,-510.998
2050,2024-08,NSW,1h,2027,True,base,-513.801
2051,2024-08,NSW,1h,2027,True,base,-502.374
2052,2024-08,NSW,1h,2027,True,base,-491.732
2053,2024-08,NSW,1h,2027,True,base,-484.024
2054,2024-08,NSW,1h,2027,True,base,-475.835
2055,2024-08,NSW,1h,2027,True,base,-470.286
2056,2024-08,NSW,1h,2027,True,base,-462.89
2057,2024-08,NSW,1h,2027,True,base,-457.659
2058,2024-08,NSW,1h,2027,True,base,-447.876
2059,2024-08,NSW,1h,2027,True,base,-440.28
2060,2024-08,NSW,1h,2027,True,base,-434.21
