year,value,region,duration,vintage
2034,389.28,SA,1hr,Q1_26
2035,383.4,SA,1hr,Q1_26
2036,404.98,SA,1hr,Q1_26
2037,383.58,SA,1hr,Q1_26
2038,381.22,SA,1hr,Q1_26
2039,372.98,SA,1hr,Q1_26
2040,363.61,SA,1hr,Q1_26
2041,368.74,SA,1hr,Q1_26
2042,356.42,SA,1hr,Q1_26
2043,348.37,SA,1hr,Q1_26
2044,340.56,SA,1hr,Q1_26
2045,335.32,SA,1hr,Q1_26
2046,334.45,SA,1hr,Q1_26
2047,337.91,SA,1hr,Q1_26
2048,323.67,SA,1hr,Q1_26
2049,330.34,SA,1hr,Q1_26
2050,334.31,SA,1hr,Q1_26
2051,306.31,SA,1hr,Q1_26
2052,322.95,SA,1hr,Q1_26
2053,308.46,SA,1hr,Q1_26
2054,307.14,SA,1hr,Q1_26
2055,310.52,SA,1hr,Q1_26
2056,311.94,SA,1hr,Q1_26
2057,320.33,SA,1hr,Q1_26
2058,324.19,SA,1hr,Q1_26
2059,321.27,SA,1hr,Q1_26
2060,326.15,SA,1hr,Q1_26
2027,357.54,SA,2hr,Q1_26
2028,259.23,SA,2hr,Q1_26
2029,292.66,SA,2hr,Q1_26
2030,289.34,SA,2hr,Q1_26
2031,271.28,SA,2hr,Q1_26
2032,275.08,SA,2hr,Q1_26
2033,269.75,SA,2hr,Q1_26
2034,269.53,SA,2hr,Q1_26
2035,261.58,SA,2hr,Q1_26
2036,282.36,SA,2hr,Q1_26
2037,271.91,SA,2hr,Q1_26
2038,270.39,SA,2hr,Q1_26
2039,266.95,SA,2hr,Q1_26
2040,257.45,SA,2hr,Q1_26
2041,265.21,SA,2hr,Q1_26
2042,255.77,SA,2hr,Q1_26
2043,252.23,SA,2hr,Q1_26
2044,247.5,SA,2hr,Q1_26
2045,245.07,SA,2hr,Q1_26
2046,246.2,SA,2hr,Q1_26
2047,247.71,SA,2hr,Q1_26
2048,237.23,SA,2hr,Q1_26
2049,239.48,SA,2hr,Q1_26
2050,241.12,SA,2hr,Q1_26
2051,226.58,SA,2hr,Q1_26
2052,233.51,SA,2hr,Q1_26
2053,226.65,SA,2hr,Q1_26
2054,227.71,SA,2hr,Q1_26
2055,229.42,SA,2hr,Q1_26
2056,229.42,SA,2hr,Q1_26
2057,232.87,SA,2hr,Q1_26
2058,232.9,SA,2hr,Q1_26
2059,230.1,SA,2hr,Q1_26
2060,231.86,SA,2hr,Q1_26
2027,240.78,SA,4hr,Q1_26
2028,176.9,SA,4hr,Q1_26
2029,199.96,SA,4hr,Q1_26
2030,198.38,SA,4hr,Q1_26
2031,182.59,SA,4hr,Q1_26
2032,186.85,SA,4hr,Q1_26
2033,184.36,SA,4hr,Q1_26
2034,185.81,SA,4hr,Q1_26
2035,179.6,SA,4hr,Q1_26
2036,198.67,SA,4hr,Q1_26
2037,194.64,SA,4hr,Q1_26
2038,195.92,SA,4hr,Q1_26
2039,195.38,SA,4hr,Q1_26
2040,187.34,SA,4hr,Q1_26
2041,190.12,SA,4hr,Q1_26
2042,187.08,SA,4hr,Q1_26
2043,186.63,SA,4hr,Q1_26
2044,184.7,SA,4hr,Q1_26
2045,181.86,SA,4hr,Q1_26
2046,183.34,SA,4hr,Q1_26
2047,183.9,SA,4hr,Q1_26
2048,175.8,SA,4hr,Q1_26
2049,176.6,SA,4hr,Q1_26
2050,176.54,SA,4hr,Q1_26
2051,169.03,SA,4hr,Q1_26
2052,172.99,SA,4hr,Q1_26
2053,169.0,SA,4hr,Q1_26
2054,170.17,SA,4hr,Q1_26
2055,170.87,SA,4hr,Q1_26
2056,170.22,SA,4hr,Q1_26
2057,171.67,SA,4hr,Q1_26
2058,170.77,SA,4hr,Q1_26
2059,168.11,SA,4hr,Q1_26
2060,167.35,SA,4hr,Q1_26
2027,264.42,TAS,Half-hourly,Q1_26
2028,270.69,TAS,Half-hourly,Q1_26
2029,263.45,TAS,Half-hourly,Q1_26
2030,264.27,TAS,Half-hourly,Q1_26
2031,248.16,TAS,Half-hourly,Q1_26
2032,259.04,TAS,Half-hourly,Q1_26
2033,243.82,TAS,Half-hourly,Q1_26
2034,242.83,TAS,Half-hourly,Q1_26
2035,243.72,TAS,Half-hourly,Q1_26
2036,256.49,TAS,Half-hourly,Q1_26
2037,258.12,TAS,Half-hourly,Q1_26
2038,255.49,TAS,Half-hourly,Q1_26
2039,260.07,TAS,Half-hourly,Q1_26
2040,258.28,TAS,Half-hourly,Q1_26
2041,251.74,TAS,Half-hourly,Q1_26
2042,258.64,TAS,Half-hourly,Q1_26
2043,257.57,TAS,Half-hourly,Q1_26
2044,262.19,TAS,Half-hourly,Q1_26
2045,253.05,TAS,Half-hourly,Q1_26
2046,251.79,TAS,Half-hourly,Q1_26
2047,251.46,TAS,Half-hourly,Q1_26
2048,250.33,TAS,Half-hourly,Q1_26
2049,247.82,TAS,Half-hourly,Q1_26
2050,236.86,TAS,Half-hourly,Q1_26
2051,236.66,TAS,Half-hourly,Q1_26
2052,244.0,TAS,Half-hourly,Q1_26
2053,241.91,TAS,Half-hourly,Q1_26
2054,242.6,TAS,Half-hourly,Q1_26
2055,238.78,TAS,Half-hourly,Q1_26
2056,241.78,TAS,Half-hourly,Q1_26
2057,236.44,TAS,Half-hourly,Q1_26
2058,239.31,TAS,Half-hourly,Q1_26
2059,238.34,TAS,Half-hourly,Q1_26
2060,238.73,TAS,Half-hourly,Q1_26
2027,223.09,TAS,1hr,Q1_26
2028,222.46,TAS,1hr,Q1_26
2029,221.85,TAS,1hr,Q1_26
2030,221.22,TAS,1hr,Q1_26
2031,209.12,TAS,1hr,Q1_26
2032,214.52,TAS,1hr,Q1_26
2033,208.04,TAS,1hr,Q1_26
2034,206.61,TAS,1hr,Q1_26
2035,204.93,TAS,1hr,Q1_26
2036,218.75,TAS,1hr,Q1_26
2037,220.75,TAS,1hr,Q1_26
2038,223.6,TAS,1hr,Q1_26
2039,226.69,TAS,1hr,Q1_26
2040,222.45,TAS,1hr,Q1_26
2041,220.28,TAS,1hr,Q1_26
2042,223.07,TAS,1hr,Q1_26
2043,225.2,TAS,1hr,Q1_26
2044,228.84,TAS,1hr,Q1_26
2045,222.36,TAS,1hr,Q1_26
2046,221.08,TAS,1hr,Q1_26
2047,221.04,TAS,1hr,Q1_26
2048,219.51,TAS,1hr,Q1_26
2049,217.18,TAS,1hr,Q1_26
2050,209.13,TAS,1hr,Q1_26
2051,207.63,TAS,1hr,Q1_26
2052,212.9,TAS,1hr,Q1_26
2053,211.09,TAS,1hr,Q1_26
2054,211.57,TAS,1hr,Q1_26
2055,209.36,TAS,1hr,Q1_26
2056,210.75,TAS,1hr,Q1_26
2057,207.92,TAS,1hr,Q1_26
2058,209.18,TAS,1hr,Q1_26
2059,208.78,TAS,1hr,Q1_26
2060,208.09,TAS,1hr,Q1_26
2027,175.71,TAS,2hr,Q1_26
2028,175.59,TAS,2hr,Q1_26
2029,180.41,TAS,2hr,Q1_26
2030,179.63,TAS,2hr,Q1_26
2031,169.05,TAS,2hr,Q1_26
2032,171.8,TAS,2hr,Q1_26
2033,170.54,TAS,2hr,Q1_26
2034,170.78,TAS,2hr,Q1_26
2035,168.22,TAS,2hr,Q1_26
2036,183.86,TAS,2hr,Q1_26
2037,186.52,TAS,2hr,Q1_26
2038,189.87,TAS,2hr,Q1_26
2039,191.63,TAS,2hr,Q1_26
2040,188.51,TAS,2hr,Q1_26
2041,187.61,TAS,2hr,Q1_26
2042,190.06,TAS,2hr,Q1_26
2043,192.16,TAS,2hr,Q1_26
2044,196.91,TAS,2hr,Q1_26
2045,190.95,TAS,2hr,Q1_26
2046,190.39,TAS,2hr,Q1_26
2047,189.19,TAS,2hr,Q1_26
2048,187.62,TAS,2hr,Q1_26
2049,184.66,TAS,2hr,Q1_26
2050,179.57,TAS,2hr,Q1_26
2051,178.1,TAS,2hr,Q1_26
2052,181.09,TAS,2hr,Q1_26
2053,179.48,TAS,2hr,Q1_26
2054,179.75,TAS,2hr,Q1_26
2055,178.57,TAS,2hr,Q1_26
2056,178.77,TAS,2hr,Q1_26
2057,178.66,TAS,2hr,Q1_26
2058,179.04,TAS,2hr,Q1_26
2059,178.61,TAS,2hr,Q1_26
2060,178.34,TAS,2hr,Q1_26
2027,132.98,TAS,4hr,Q1_26
2028,133.67,TAS,4hr,Q1_26
2029,139.97,TAS,4hr,Q1_26
2030,138.88,TAS,4hr,Q1_26
2031,129.98,TAS,4hr,Q1_26
2032,132.77,TAS,4hr,Q1_26
2033,134.06,TAS,4hr,Q1_26
2034,135.89,TAS,4hr,Q1_26
2035,133.29,TAS,4hr,Q1_26
2036,148.75,TAS,4hr,Q1_26
2037,151.26,TAS,4hr,Q1_26
2038,155.6,TAS,4hr,Q1_26
2039,157.01,TAS,4hr,Q1_26
2040,154.27,TAS,4hr,Q1_26
2041,153.86,TAS,4hr,Q1_26
2042,155.83,TAS,4hr,Q1_26
2043,158.43,TAS,4hr,Q1_26
2044,162.14,TAS,4hr,Q1_26
2045,158.23,TAS,4hr,Q1_26
2046,157.64,TAS,4hr,Q1_26
2047,156.36,TAS,4hr,Q1_26
2048,154.5,TAS,4hr,Q1_26
2049,151.27,TAS,4hr,Q1_26
2050,147.82,TAS,4hr,Q1_26
2051,146.66,TAS,4hr,Q1_26
2052,148.81,TAS,4hr,Q1_26
2053,147.16,TAS,4hr,Q1_26
2054,147.47,TAS,4hr,Q1_26
2055,146.83,TAS,4hr,Q1_26
2056,146.65,TAS,4hr,Q1_26
2057,147.49,TAS,4hr,Q1_26
2058,147.58,TAS,4hr,Q1_26
2059,147.17,TAS,4hr,Q1_26
2060,146.91,TAS,4hr,Q1_26
2027,401.6,VIC,Half-hourly,Q1_26
2028,350.61,VIC,Half-hourly,Q1_26
2029,396.3,VIC,Half-hourly,Q1_26
2030,361.46,VIC,Half-hourly,Q1_26
2031,348.16,VIC,Half-hourly,Q1_26
2032,333.23,VIC,Half-hourly,Q1_26
2033,317.38,VIC,Half-hourly,Q1_26
2034,344.23,VIC,Half-hourly,Q1_26
2035,343.29,VIC,Half-hourly,Q1_26
2036,408.42,VIC,Half-hourly,Q1_26
2037,399.61,VIC,Half-hourly,Q1_26
2038,444.82,VIC,Half-hourly,Q1_26
2039,461.1,VIC,Half-hourly,Q1_26
2040,542.62,VIC,Half-hourly,Q1_26
2041,534.98,VIC,Half-hourly,Q1_26
2042,490.48,VIC,Half-hourly,Q1_26
2043,508.26,VIC,Half-hourly,Q1_26
2044,551.76,VIC,Half-hourly,Q1_26
2045,499.85,VIC,Half-hourly,Q1_26
2046,496.92,VIC,Half-hourly,Q1_26
2047,496.78,VIC,Half-hourly,Q1_26
2048,534.26,VIC,Half-hourly,Q1_26
2049,491.2,VIC,Half-hourly,Q1_26
2050,486.69,VIC,Half-hourly,Q1_26
2051,502.91,VIC,Half-hourly,Q1_26
2052,529.97,VIC,Half-hourly,Q1_26
2053,485.53,VIC,Half-hourly,Q1_26
2054,487.2,VIC,Half-hourly,Q1_26
2055,487.06,VIC,Half-hourly,Q1_26
2056,512.47,VIC,Half-hourly,Q1_26
2057,483.4,VIC,Half-hourly,Q1_26
2058,481.6,VIC,Half-hourly,Q1_26
2059,486.34,VIC,Half-hourly,Q1_26
2060,546.0,VIC,Half-hourly,Q1_26
2027,301.68,VIC,1hr,Q1_26
2028,272.21,VIC,1hr,Q1_26
2029,296.86,VIC,1hr,Q1_26
2030,280.77,VIC,1hr,Q1_26
2031,262.55,VIC,1hr,Q1_26
2032,266.3,VIC,1hr,Q1_26
2033,247.03,VIC,1hr,Q1_26
2034,259.18,VIC,1hr,Q1_26
2035,257.34,VIC,1hr,Q1_26
2036,297.56,VIC,1hr,Q1_26
2037,308.33,VIC,1hr,Q1_26
2038,327.81,VIC,1hr,Q1_26
2039,352.99,VIC,1hr,Q1_26
2040,377.38,VIC,1hr,Q1_26
2041,376.3,VIC,1hr,Q1_26
2042,352.62,VIC,1hr,Q1_26
2043,367.6,VIC,1hr,Q1_26
2044,389.06,VIC,1hr,Q1_26
2045,366.9,VIC,1hr,Q1_26
2046,366.17,VIC,1hr,Q1_26
2047,363.24,VIC,1hr,Q1_26
2048,373.8,VIC,1hr,Q1_26
2049,357.85,VIC,1hr,Q1_26
2050,353.2,VIC,1hr,Q1_26
2051,358.26,VIC,1hr,Q1_26
2052,370.27,VIC,1hr,Q1_26
2053,352.53,VIC,1hr,Q1_26
2054,354.0,VIC,1hr,Q1_26
2055,353.82,VIC,1hr,Q1_26
2056,356.13,VIC,1hr,Q1_26
2057,350.29,VIC,1hr,Q1_26
2058,348.81,VIC,1hr,Q1_26
2059,353.01,VIC,1hr,Q1_26
2060,379.9,VIC,1hr,Q1_26
2027,230.04,VIC,2hr,Q1_26
2028,211.49,VIC,2hr,Q1_26
2029,225.55,VIC,2hr,Q1_26
2030,218.04,VIC,2hr,Q1_26
2031,197.65,VIC,2hr,Q1_26
2032,199.52,VIC,2hr,Q1_26
2033,190.53,VIC,2hr,Q1_26
2034,195.65,VIC,2hr,Q1_26
2035,193.84,VIC,2hr,Q1_26
2036,223.04,VIC,2hr,Q1_26
2037,233.86,VIC,2hr,Q1_26
2038,244.89,VIC,2hr,Q1_26
2039,260.51,VIC,2hr,Q1_26
2040,271.19,VIC,2hr,Q1_26
2041,272.9,VIC,2hr,Q1_26
2042,260.03,VIC,2hr,Q1_26
2043,269.33,VIC,2hr,Q1_26
2044,276.16,VIC,2hr,Q1_26
2045,267.1,VIC,2hr,Q1_26
2046,268.28,VIC,2hr,Q1_26
2047,264.07,VIC,2hr,Q1_26
2048,265.87,VIC,2hr,Q1_26
2049,260.34,VIC,2hr,Q1_26
2050,256.35,VIC,2hr,Q1_26
2051,261.72,VIC,2hr,Q1_26
2052,262.79,VIC,2hr,Q1_26
2053,255.63,VIC,2hr,Q1_26
2054,256.81,VIC,2hr,Q1_26
2055,256.61,VIC,2hr,Q1_26
2056,255.9,VIC,2hr,Q1_26
2057,253.61,VIC,2hr,Q1_26
2058,252.3,VIC,2hr,Q1_26
2059,255.49,VIC,2hr,Q1_26
2060,264.3,VIC,2hr,Q1_26
2027,170.71,VIC,4hr,Q1_26
2028,155.53,VIC,4hr,Q1_26
2029,165.9,VIC,4hr,Q1_26
2030,162.29,VIC,4hr,Q1_26
2031,143.28,VIC,4hr,Q1_26
2032,144.53,VIC,4hr,Q1_26
2033,141.86,VIC,4hr,Q1_26
2034,146.58,VIC,4hr,Q1_26
2035,144.5,VIC,4hr,Q1_26
2036,166.99,VIC,4hr,Q1_26
2037,176.89,VIC,4hr,Q1_26
2038,184.92,VIC,4hr,Q1_26
2039,192.84,VIC,4hr,Q1_26
2040,199.79,VIC,4hr,Q1_26
2041,200.85,VIC,4hr,Q1_26
2042,194.15,VIC,4hr,Q1_26
2043,200.79,VIC,4hr,Q1_26
2044,201.35,VIC,4hr,Q1_26
2045,195.72,VIC,4hr,Q1_26
2046,199.14,VIC,4hr,Q1_26
2047,193.75,VIC,4hr,Q1_26
2048,194.07,VIC,4hr,Q1_26
2049,190.93,VIC,4hr,Q1_26
2050,187.28,VIC,4hr,Q1_26
2051,189.85,VIC,4hr,Q1_26
2052,190.18,VIC,4hr,Q1_26
2053,186.79,VIC,4hr,Q1_26
2054,187.61,VIC,4hr,Q1_26
2055,187.3,VIC,4hr,Q1_26
2056,186.33,VIC,4hr,Q1_26
2057,185.41,VIC,4hr,Q1_26
2058,184.2,VIC,4hr,Q1_26
2059,185.27,VIC,4hr,Q1_26
2060,185.72,VIC,4hr,Q1_26
