fy_quarter,vintage,region,Energy_TWA,Solar_DWA_PreCurt,Wind_DWA_PreCurt,Solar_DWA_PostCurt0,Wind_DWA_PostCurt0,Solar_DWA_PostCurtLGC,Wind_DWA_PostCurtLGC,LGC,Spread_4hr,Spread_2hr,Spread_1hr,Spread_Half-hourly
FY2027-Q1,Jan2025,SA,117.4,73.17,66.72,110.31,97.88,103.7,93.53,17.1,214.45,309.38,428.94,541.84
FY2027-Q2,Jan2025,SA,69.28,32.36,49.2,63.41,80.07,57.42,74.61,17.1,214.45,309.38,428.94,541.84
FY2027-Q3,Jan2025,SA,73.77,47.88,62.72,71.33,82.63,64.58,76.43,17.1,214.45,309.38,428.94,541.84
FY2027-Q4,Jan2025,SA,94.12,46.58,65.59,72.86,89.56,65.74,82.77,17.1,214.45,309.38,428.94,541.84
FY2028-Q1,Jan2025,SA,103.08,64.79,73.97,87.33,93.64,84.54,91.46,13.9,177.49,251.9,355.3,501.67
FY2028-Q2,Jan2025,SA,73.7,49.48,61.17,73.95,79.32,69.39,76.7,13.9,177.49,251.9,355.3,501.67
FY2028-Q3,Jan2025,SA,83.69,61.05,68.62,73.89,88.01,71.65,85.09,13.9,177.49,251.9,355.3,501.67
FY2028-Q4,Jan2025,SA,85.78,57.73,67.66,72.48,80.11,69.22,78.08,13.9,177.49,251.9,355.3,501.67
FY2029-Q1,Jan2025,SA,122.62,95.88,90.11,115.11,108.31,112.03,106.24,11.8,178.29,253.46,357.33,473.25
FY2029-Q2,Jan2025,SA,74.5,43.48,62.43,67.83,84.74,64.95,82.88,11.8,178.29,253.46,357.33,473.25
FY2029-Q3,Jan2025,SA,107.51,85.45,99.1,98.79,107.51,95.02,105.35,11.8,178.29,253.46,357.33,473.25
FY2029-Q4,Jan2025,SA,110.89,88.53,92.47,105.2,104.79,101.38,102.69,11.8,178.29,253.46,357.33,473.25
FY2030-Q1,Jan2025,SA,117.32,72.57,90.52,89.11,103.61,86.83,102.09,10,177.43,250.66,345.34,466.45
FY2030-Q2,Jan2025,SA,69.85,29.5,62.81,55.76,84.72,52.59,82.81,10,177.43,250.66,345.34,466.45
FY2030-Q3,Jan2025,SA,89.56,57.89,83.67,76.35,95.3,72.69,93.19,10,177.43,250.66,345.34,466.45
FY2030-Q4,Jan2025,SA,107.08,62.76,87.66,79.11,98.45,75.84,96.38,10,177.43,250.66,345.34,466.45
FY2031-Q1,Jan2025,SA,111.68,69.73,90.1,79.44,97.54,78.38,96.73,10,155.16,224.81,322.72,443.54
FY2031-Q2,Jan2025,SA,65.41,36.02,54.87,53.96,69.69,51.83,68.25,10,155.16,224.81,322.72,443.54
FY2031-Q3,Jan2025,SA,84.27,56.33,81.36,64.48,86.91,63.47,86.19,10,155.16,224.81,322.72,443.54
FY2031-Q4,Jan2025,SA,82.46,56.45,71.11,68.5,78.46,66.7,77.59,10,155.16,224.81,322.72,443.54
FY2032-Q1,Jan2025,SA,122.68,73.35,98.06,83.29,105.3,82.4,104.65,9.5,155.92,224.36,312.82,403.14
FY2032-Q2,Jan2025,SA,66.26,39.52,59.97,53.11,70.61,51,69.13,9.5,155.92,224.36,312.82,403.14
FY2032-Q3,Jan2025,SA,89.2,59.84,83.88,67.79,90.49,66.6,89.58,9.5,155.92,224.36,312.82,403.14
FY2032-Q4,Jan2025,SA,92.21,65.01,77.19,73,83.95,71.46,83.2,9.5,155.92,224.36,312.82,403.14
FY2033-Q1,Jan2025,SA,121.72,91.4,93.54,100.38,100.19,99.16,99.17,8.5,156.88,227.25,333.7,503.63
FY2033-Q2,Jan2025,SA,61.95,35.36,54.62,52.21,66.52,50.31,65.34,8.5,156.88,227.25,333.7,503.63
FY2033-Q3,Jan2025,SA,89.01,66.85,81.77,74.1,89.02,72.45,87.71,8.5,156.88,227.25,333.7,503.63
FY2033-Q4,Jan2025,SA,106,79.33,97.24,87.22,102.55,85.49,101.66,8.5,156.88,227.25,333.7,503.63
FY2034-Q1,Jan2025,SA,127.45,76.9,99.59,87.8,108.03,86.3,107,7.4,158.91,229.13,329.66,468.18
FY2034-Q2,Jan2025,SA,56.84,35.41,49.92,46.1,59.49,45.01,58.73,7.4,158.91,229.13,329.66,468.18
FY2034-Q3,Jan2025,SA,109.51,77.87,105.84,85.13,111.71,83.37,110.13,7.4,158.91,229.13,329.66,468.18
FY2034-Q4,Jan2025,SA,100.44,67.6,85.23,74.66,91.67,73.28,90.91,7.4,158.91,229.13,329.66,468.18
FY2035-Q1,Jan2025,SA,122.67,76.74,96.01,83.33,101.68,81.89,100.75,6.3,149.86,216.13,311.43,448
FY2035-Q2,Jan2025,SA,53.47,31.47,48.02,43.97,56.02,42.95,55.32,6.3,149.86,216.13,311.43,448
FY2035-Q3,Jan2025,SA,102.61,74.27,98.68,79.48,103.12,78.03,101.87,6.3,149.86,216.13,311.43,448
FY2035-Q4,Jan2025,SA,93.34,62.81,79.65,70.18,83.85,69.26,83.34,6.3,149.86,216.13,311.43,448
FY2036-Q1,Jan2025,SA,117.89,67.81,93.58,79.93,102.02,78.4,100.95,5.3,182.26,258.87,367.44,509.02
FY2036-Q2,Jan2025,SA,56.49,24.37,49.46,39.15,60.9,37.44,59.58,5.3,182.26,258.87,367.44,509.02
FY2036-Q3,Jan2025,SA,135.52,90.24,123.76,105.37,134.6,102.22,132.33,5.3,182.26,258.87,367.44,509.02
FY2036-Q4,Jan2025,SA,126.91,71.75,103.12,84.79,111.05,81.96,109.61,5.3,182.26,258.87,367.44,509.02
FY2037-Q1,Jan2025,SA,127.1,79.13,98.48,90.51,106.15,88.66,104.88,4.2,181.41,258.07,369.76,511.65
FY2037-Q2,Jan2025,SA,48.57,25.5,42.87,36.19,51.26,35.08,50.49,4.2,181.41,258.07,369.76,511.65
FY2037-Q3,Jan2025,SA,133.93,76.77,129.3,88.86,137.79,86.27,135.81,4.2,181.41,258.07,369.76,511.65
FY2037-Q4,Jan2025,SA,129.27,75.07,108.37,84.26,114.79,82.18,113.58,4.2,181.41,258.07,369.76,511.65
FY2038-Q1,Jan2025,SA,124.96,66.16,98.7,74.04,104.61,72.9,103.64,3.2,181.46,252.76,359.08,502.35
FY2038-Q2,Jan2025,SA,52.29,24.48,44.44,34.92,52.38,33.85,51.54,3.2,181.46,252.76,359.08,502.35
FY2038-Q3,Jan2025,SA,132.87,77.19,130.24,86.23,136.92,84.46,135.6,3.2,181.46,252.76,359.08,502.35
FY2038-Q4,Jan2025,SA,131.8,91.11,110.26,102.54,116.38,100.05,115.26,3.2,181.46,252.76,359.08,502.35
FY2039-Q1,Jan2025,SA,129.15,69.65,99.6,76.07,104.48,75.29,103.78,2.1,180.87,254.14,366.68,495.25
FY2039-Q2,Jan2025,SA,55.88,28.79,49.37,36.59,55.14,35.98,54.66,2.1,180.87,254.14,366.68,495.25
FY2039-Q3,Jan2025,SA,135.04,88.18,132.41,95.32,137.76,94.25,136.94,2.1,180.87,254.14,366.68,495.25
FY2039-Q4,Jan2025,SA,137.18,80.85,117.63,88.46,122.86,87.3,122.25,2.1,180.87,254.14,366.68,495.25
FY2040-Q1,Jan2025,SA,147.43,85.38,114.31,90.03,117.85,89.5,117.35,1.1,181.56,253.73,339.83,460.43
FY2040-Q2,Jan2025,SA,54.35,29.11,50.77,34.67,55.27,34.45,55.11,1.1,181.56,253.73,339.83,460.43
FY2040-Q3,Jan2025,SA,128.47,81.65,121.32,88.39,126.78,87.75,126.44,1.1,181.56,253.73,339.83,460.43
FY2040-Q4,Jan2025,SA,135.43,85.08,117.27,90.61,120.36,90.05,120.08,1.1,181.56,253.73,339.83,460.43
FY2041-Q1,Jan2025,SA,126.98,80.33,97.89,85.61,101.42,85.29,101.22,1.1,178.49,247.03,337.6,449.01
FY2041-Q2,Jan2025,SA,52.44,29.83,46.19,35.23,50.34,34.94,50.15,1.1,178.49,247.03,337.6,449.01
FY2041-Q3,Jan2025,SA,135.43,77.56,122.92,84.47,128.11,83.79,127.59,1.1,178.49,247.03,337.6,449.01
FY2041-Q4,Jan2025,SA,146.66,87.62,130.83,93.21,135.19,92.65,134.87,1.1,178.49,247.03,337.6,449.01
FY2042-Q1,Jan2025,SA,123.97,75.46,96.58,81.58,101.05,81.07,100.67,1.1,163.71,220,304.43,425.06
FY2042-Q2,Jan2025,SA,57.74,31.41,49.42,36.54,53.68,36.17,53.35,1.1,163.71,220,304.43,425.06
FY2042-Q3,Jan2025,SA,126.87,77.98,124.91,85.66,130.82,85.13,130.31,1.1,163.71,220,304.43,425.06
FY2042-Q4,Jan2025,SA,144.87,99.92,127,107.4,131.58,106.61,131.13,1.1,163.71,220,304.43,425.06
FY2043-Q1,Jan2025,SA,126.29,74.21,96.1,80.19,100.44,79.82,100.11,1.1,162.59,216.98,291.73,390.24
FY2043-Q2,Jan2025,SA,59,30.53,54.15,36.29,59.09,35.94,58.76,1.1,162.59,216.98,291.73,390.24
FY2043-Q3,Jan2025,SA,118.76,72.26,114.92,78.93,120.09,78.37,119.57,1.1,162.59,216.98,291.73,390.24
FY2043-Q4,Jan2025,SA,143.83,87.64,120.54,94.19,125.51,93.45,125.04,1.1,162.59,216.98,291.73,390.24
FY2044-Q1,Jan2025,SA,124.55,76.38,92.37,82.98,96.77,82.54,96.43,1.1,174.44,238.47,321.05,426.49
FY2044-Q2,Jan2025,SA,56.43,34.35,51.95,40.31,56.7,39.81,56.41,1.1,174.44,238.47,321.05,426.49
FY2044-Q3,Jan2025,SA,117.8,70.28,112.5,78.99,119.64,78.38,119.31,1.1,174.44,238.47,321.05,426.49
FY2044-Q4,Jan2025,SA,152.28,86.83,126.82,94.16,132.02,93.46,131.39,1.1,174.44,238.47,321.05,426.49
FY2045-Q1,Jan2025,SA,126.1,79.38,93.82,84.91,97.62,84.4,97.34,1.1,161.27,216.79,303.58,429.5
FY2045-Q2,Jan2025,SA,54.15,29.96,47.13,35.53,51.73,35.15,51.4,1.1,161.27,216.79,303.58,429.5
FY2045-Q3,Jan2025,SA,118.28,69.74,113.54,77.79,119.42,77.13,118.91,1.1,161.27,216.79,303.58,429.5
FY2045-Q4,Jan2025,SA,145.89,90.17,128.18,96.05,133.84,95.57,133.31,1.1,161.27,216.79,303.58,429.5
FY2046-Q1,Jan2025,SA,123.94,72.41,91.39,78.67,96.08,78.29,95.8,1.1,162.79,219.72,309.73,451.92
FY2046-Q2,Jan2025,SA,54.01,29.46,46.95,34.95,51.52,34.56,51.18,1.1,162.79,219.72,309.73,451.92
FY2046-Q3,Jan2025,SA,129.68,75.03,129.46,82.66,135.32,81.92,134.78,1.1,162.79,219.72,309.73,451.92
FY2046-Q4,Jan2025,SA,139.17,89.77,116.96,96.54,122,95.96,121.5,1.1,162.79,219.72,309.73,451.92
FY2047-Q1,Jan2025,SA,131.14,76.26,97.22,82.1,101.4,81.84,101.18,1.1,162.78,219.11,307.27,440.04
FY2047-Q2,Jan2025,SA,55.07,29.45,47.55,35.33,52.22,34.95,51.89,1.1,162.78,219.11,307.27,440.04
FY2047-Q3,Jan2025,SA,115.47,70.36,112.16,77.1,117.35,76.57,116.94,1.1,162.78,219.11,307.27,440.04
FY2047-Q4,Jan2025,SA,146.78,91.32,125.72,97.06,131.31,96.56,130.83,1.1,162.78,219.11,307.27,440.04
FY2048-Q1,Jan2025,SA,139.2,73.47,98.59,80.38,103.84,79.69,103.29,1.1,181.39,255.85,368.18,526.84
FY2048-Q2,Jan2025,SA,55.7,26.86,48.69,33,53.95,32.63,53.65,1.1,181.39,255.85,368.18,526.84
FY2048-Q3,Jan2025,SA,119.65,66.32,115.74,74.38,123.12,73.87,122.74,1.1,181.39,255.85,368.18,526.84
FY2048-Q4,Jan2025,SA,140.56,91.94,118.05,97.85,122.05,97.15,121.5,1.1,181.39,255.85,368.18,526.84
FY2049-Q1,Jan2025,SA,140.84,79.97,102.53,85.29,106.74,84.9,106.49,1.1,173.89,239.45,335.86,444.74
FY2049-Q2,Jan2025,SA,60.03,27.81,49.19,33.8,54.55,33.43,54.21,1.1,173.89,239.45,335.86,444.74
FY2049-Q3,Jan2025,SA,111.86,64.93,107.76,73.04,113.56,72.4,113.18,1.1,173.89,239.45,335.86,444.74
FY2049-Q4,Jan2025,SA,138.35,93.4,119.02,99.23,123.29,98.74,122.8,1.1,173.89,239.45,335.86,444.74
FY2050-Q1,Jan2025,SA,137.45,89.85,96.44,96.71,100.95,96.25,100.61,1.1,167.81,232.54,330.64,458.09
FY2050-Q2,Jan2025,SA,49.48,25.27,40.53,30.86,45.01,30.54,44.74,1.1,167.81,232.54,330.64,458.09
FY2050-Q3,Jan2025,SA,112.31,66.54,107.87,74.26,113.97,73.64,113.41,1.1,167.81,232.54,330.64,458.09
FY2050-Q4,Jan2025,SA,137.8,91.85,116.88,98.23,121.51,97.7,121.11,1.1,167.81,232.54,330.64,458.09
FY2051-Q1,Jan2025,SA,137.91,89.38,96.83,96.48,101.91,96.19,101.75,1.1,168.22,232.77,330.78,458.25
FY2051-Q2,Jan2025,SA,49.27,24.62,40.48,30.44,45.04,30.09,44.74,1.1,168.22,232.77,330.78,458.25
FY2051-Q3,Jan2025,SA,111.67,65.33,107.94,73.2,113.81,72.65,113.3,1.1,168.22,232.77,330.78,458.25
FY2051-Q4,Jan2025,SA,138.16,92.07,117.22,98.03,122.02,97.53,121.56,1.1,168.22,232.77,330.78,458.25
FY2052-Q1,Jan2025,SA,134.25,76.2,96.59,82.32,100.87,81.65,100.37,1.1,177.49,248.6,359.52,503
FY2052-Q2,Jan2025,SA,47.33,22.49,41.96,28.82,46.97,28.44,46.72,1.1,177.49,248.6,359.52,503
FY2052-Q3,Jan2025,SA,117.43,60.39,114.7,70.09,123.28,69.43,122.87,1.1,177.49,248.6,359.52,503
FY2052-Q4,Jan2025,SA,139.03,89.51,115.93,96.05,120.04,95.58,119.56,1.1,177.49,248.6,359.52,503
FY2053-Q1,Jan2025,SA,131.55,78.9,98.31,86.08,103.02,85.51,102.72,1.1,166.7,230.72,332.68,482.14
FY2053-Q2,Jan2025,SA,46.14,23.9,39.31,29.89,44.24,29.52,43.94,1.1,166.7,230.72,332.68,482.14
FY2053-Q3,Jan2025,SA,113.89,60.91,106.64,68.41,112.4,67.67,111.87,1.1,166.7,230.72,332.68,482.14
FY2053-Q4,Jan2025,SA,142.19,92.25,123.06,98.77,128.1,98.14,127.53,1.1,166.7,230.72,332.68,482.14
FY2054-Q1,Jan2025,SA,139.95,73.33,98.97,79.72,103.61,79.4,103.38,1.1,172.65,238.65,336.58,447.91
FY2054-Q2,Jan2025,SA,47.29,26.6,40.1,32.87,44.79,32.42,44.5,1.1,172.65,238.65,336.58,447.91
FY2054-Q3,Jan2025,SA,112.27,76.55,104.72,85.4,110.45,84.42,109.84,1.1,172.65,238.65,336.58,447.91
FY2054-Q4,Jan2025,SA,139.24,92.5,119.53,99.06,124.49,98.46,123.95,1.1,172.65,238.65,336.58,447.91
FY2055-Q1,Jan2025,SA,127.99,73.48,94.43,79.56,98.83,79.15,98.59,1.1,173.15,237.37,337.19,480.27
FY2055-Q2,Jan2025,SA,50.51,22.39,43.6,28.97,48.9,28.58,48.58,1.1,173.15,237.37,337.19,480.27
FY2055-Q3,Jan2025,SA,113.06,58.95,112.11,66.25,117.78,65.59,117.25,1.1,173.15,237.37,337.19,480.27
FY2055-Q4,Jan2025,SA,148.79,107.8,124.58,114.46,129.16,113.91,128.65,1.1,173.15,237.37,337.19,480.27
FY2056-Q1,Jan2025,SA,122.8,74.98,92.68,81.66,97.52,80.85,96.86,1.1,179.66,251.91,335.13,408.63
FY2056-Q2,Jan2025,SA,44.09,20.94,37.98,27.68,43.17,27.35,42.91,1.1,179.66,251.91,335.13,408.63
FY2056-Q3,Jan2025,SA,110.81,62.19,104.37,71.83,111.73,71.07,111.3,1.1,179.66,251.91,335.13,408.63
FY2056-Q4,Jan2025,SA,163.21,94.55,132.42,101.03,136.84,100.37,136.44,1.1,179.66,251.91,335.13,408.63
FY2057-Q1,Jan2025,SA,140,75.61,100.85,81.72,105.49,81.43,105.28,1.1,175.72,246.84,330.33,423.52
FY2057-Q2,Jan2025,SA,47.35,24.98,40.52,31.98,45.49,31.52,45.14,1.1,175.72,246.84,330.33,423.52
FY2057-Q3,Jan2025,SA,111.18,57.28,103.13,64.45,108.54,63.94,108.17,1.1,175.72,246.84,330.33,423.52
FY2057-Q4,Jan2025,SA,143.88,96.43,125.58,102.98,129.95,101.93,129.52,1.1,175.72,246.84,330.33,423.52
FY2058-Q1,Jan2025,SA,133.52,85.69,95.91,92.12,100.29,91.85,100.12,1.1,175.35,249.8,367.14,530.85
FY2058-Q2,Jan2025,SA,44.28,21.3,37.71,28.33,42.86,27.84,42.56,1.1,175.35,249.8,367.14,530.85
FY2058-Q3,Jan2025,SA,113.53,60.21,114.31,68.31,120.32,67.53,119.79,1.1,175.35,249.8,367.14,530.85
FY2058-Q4,Jan2025,SA,147.85,95.63,125.96,102.05,130.03,101.46,129.72,1.1,175.35,249.8,367.14,530.85
FY2059-Q1,Jan2025,SA,130.82,79.27,96.84,85.15,100.81,84.85,100.65,1.1,174.31,244.27,335.73,451.98
FY2059-Q2,Jan2025,SA,44.78,21.49,37.57,28.91,42.88,28.45,42.55,1.1,174.31,244.27,335.73,451.98
FY2059-Q3,Jan2025,SA,106.34,59.36,100.99,66.83,106.81,66.16,106.37,1.1,174.31,244.27,335.73,451.98
FY2059-Q4,Jan2025,SA,157.48,111.93,142.09,118.8,146.33,118.03,145.86,1.1,174.31,244.27,335.73,451.98
FY2060-Q1,Jan2025,SA,135.17,72.58,96.07,79.08,100.42,78.62,100.09,1.1,177.29,252.03,361.1,519.67
FY2060-Q2,Jan2025,SA,49.43,20.57,41.27,27.42,46.57,27.12,46.33,1.1,177.29,252.03,361.1,519.67
FY2060-Q3,Jan2025,SA,100.84,53.85,96.97,64,104.85,63,104.13,1.1,177.29,252.03,361.1,519.67
FY2060-Q4,Jan2025,SA,151.2,95.61,126.72,102.37,130.61,101.8,130.31,1.1,177.29,252.03,361.1,519.67
FY2025-Q1,Jan2025,TAS,94,83.75,87.64,84.28,88.75,83.75,87.77,26.7,127.89,165.04,210.27,270.81
FY2025-Q2,Jan2025,TAS,112.29,104.98,108.02,105.52,108.87,105.06,108.17,26.7,127.89,165.04,210.27,270.81
FY2025-Q3,Jan2025,TAS,97.33,93.61,92.1,93.94,92.85,93.65,92.16,26.7,127.89,165.04,210.27,270.81
FY2025-Q4,Jan2025,TAS,53.97,43.75,46.33,52.75,56.95,45.18,48.32,26.7,127.89,165.04,210.27,270.81
FY2026-Q1,Jan2025,TAS,86.07,76.36,76.23,77.14,78.15,76.54,76.79,20.6,124.69,161.89,208.89,264.57
FY2026-Q2,Jan2025,TAS,97.65,92.8,93.58,93.27,93.97,92.8,93.58,20.6,124.69,161.89,208.89,264.57
FY2026-Q3,Jan2025,TAS,87.84,81.05,79.76,81.68,80.79,81.33,79.99,20.6,124.69,161.89,208.89,264.57
FY2026-Q4,Jan2025,TAS,48.23,40.92,41.51,50.64,51.4,43.6,44.52,20.6,124.69,161.89,208.89,264.57
FY2027-Q1,Jan2025,TAS,94.74,90.98,87.82,91.33,89.56,91.1,88.83,17.1,117.93,153.62,198.83,255.68
FY2027-Q2,Jan2025,TAS,107.69,103.76,105.12,104.37,105.68,103.88,105.27,17.1,117.93,153.62,198.83,255.68
FY2027-Q3,Jan2025,TAS,92.58,86.38,87.06,86.79,87.8,86.6,87.46,17.1,117.93,153.62,198.83,255.68
FY2027-Q4,Jan2025,TAS,53.9,47.74,46.55,56.33,55.25,51.41,50.02,17.1,117.93,153.62,198.83,255.68
FY2028-Q1,Jan2025,TAS,94.72,90.03,86.74,90.31,87.95,90.15,87.19,13.9,118.34,155.51,197.32,252.36
FY2028-Q2,Jan2025,TAS,101.13,97.88,98.09,98.49,98.92,98.16,98.47,13.9,118.34,155.51,197.32,252.36
FY2028-Q3,Jan2025,TAS,96.09,90.16,87.44,90.97,89.24,90.45,88.34,13.9,118.34,155.51,197.32,252.36
FY2028-Q4,Jan2025,TAS,61.3,52.75,51.58,60.52,60.3,56.49,55.91,13.9,118.34,155.51,197.32,252.36
FY2029-Q1,Jan2025,TAS,100.25,98.42,89.26,99.69,91.97,99.12,90.58,11.8,125.3,163.66,213.24,281.68
FY2029-Q2,Jan2025,TAS,104.18,100.21,93.07,102.85,96.29,101.66,94.8,11.8,125.3,163.66,213.24,281.68
FY2029-Q3,Jan2025,TAS,102.11,89.37,91.75,91.32,94.66,90.03,93.17,11.8,125.3,163.66,213.24,281.68
FY2029-Q4,Jan2025,TAS,63.21,56.34,56.81,65.12,65.71,61.13,61.6,11.8,125.3,163.66,213.24,281.68
FY2030-Q1,Jan2025,TAS,92.97,95.58,81.83,97.37,84,96.59,83.08,10,123.41,160.77,209.33,262.49
FY2030-Q2,Jan2025,TAS,94,87.26,84.32,90.49,87.75,88.87,86.22,10,123.41,160.77,209.33,262.49
FY2030-Q3,Jan2025,TAS,91.84,76.47,82.49,79.47,85.67,78.48,84.64,10,123.41,160.77,209.33,262.49
FY2030-Q4,Jan2025,TAS,58.38,50.6,53.07,60.13,60.9,56.19,57.91,10,123.41,160.77,209.33,262.49
FY2031-Q1,Jan2025,TAS,88.51,84.23,78.91,84.69,80.1,84.35,79.53,10,115.86,151.85,197.89,267.46
FY2031-Q2,Jan2025,TAS,83.66,80.21,75.18,82.87,78.02,81.93,76.95,10,115.86,151.85,197.89,267.46
FY2031-Q3,Jan2025,TAS,80.84,73.46,73.45,74.34,74.71,73.75,74,10,115.86,151.85,197.89,267.46
FY2031-Q4,Jan2025,TAS,53.91,47.77,50.12,53.02,54.88,50.7,52.81,10,115.86,151.85,197.89,267.46
FY2032-Q1,Jan2025,TAS,88.43,84.44,79.7,85.28,80.85,84.96,80.23,9.5,115.58,150.03,191.81,249.13
FY2032-Q2,Jan2025,TAS,84.9,78.96,77.75,80.96,79.93,80.18,78.8,9.5,115.58,150.03,191.81,249.13
FY2032-Q3,Jan2025,TAS,85.22,77.36,75.88,78.67,78.05,78.22,77.5,9.5,115.58,150.03,191.81,249.13
FY2032-Q4,Jan2025,TAS,56.71,53.48,52.12,58.48,56.76,56.62,55.11,9.5,115.58,150.03,191.81,249.13
FY2033-Q1,Jan2025,TAS,93.79,94,80.79,95.61,82.37,94.81,81.77,8.5,118.76,152.82,195.67,251.55
FY2033-Q2,Jan2025,TAS,72.14,63.99,65.26,66.59,68.01,65.33,66.71,8.5,118.76,152.82,195.67,251.55
FY2033-Q3,Jan2025,TAS,96.53,77.44,87.75,79.16,91.18,78.4,90.1,8.5,118.76,152.82,195.67,251.55
FY2033-Q4,Jan2025,TAS,71.19,66.05,61.76,70.82,65.93,68.83,64.28,8.5,118.76,152.82,195.67,251.55
FY2034-Q1,Jan2025,TAS,90.57,78.82,78.94,81.61,81.21,80.12,80.53,7.4,121.77,155.48,197.08,257.89
FY2034-Q2,Jan2025,TAS,64.89,56.97,59.42,59.47,62.07,58.19,60.94,7.4,121.77,155.48,197.08,257.89
FY2034-Q3,Jan2025,TAS,115.11,92.57,105.28,94.44,108.24,93.76,107.42,7.4,121.77,155.48,197.08,257.89
FY2034-Q4,Jan2025,TAS,75.4,68.44,63.9,73.9,69.04,72.18,67.57,7.4,121.77,155.48,197.08,257.89
FY2035-Q1,Jan2025,TAS,86.35,76.35,75.05,79.01,77.34,78.1,76.64,6.3,118.41,152.05,193.54,254.43
FY2035-Q2,Jan2025,TAS,62.75,56.06,57.69,58.26,60.2,57.5,59.42,6.3,118.41,152.05,193.54,254.43
FY2035-Q3,Jan2025,TAS,107.79,87.82,98.26,89.1,100.52,88.76,100.11,6.3,118.41,152.05,193.54,254.43
FY2035-Q4,Jan2025,TAS,70.13,64.77,59.63,69.69,64.02,68.12,62.74,6.3,118.41,152.05,193.54,254.43
FY2036-Q1,Jan2025,TAS,102.15,85.76,84.84,90.2,88.77,89.21,87.72,5.3,133.64,168.43,209.12,264.92
FY2036-Q2,Jan2025,TAS,62.92,54.11,54.71,57.32,58.73,56.36,57.44,5.3,133.64,168.43,209.12,264.92
FY2036-Q3,Jan2025,TAS,129.86,102.44,115.97,106.21,121.15,105.24,120.02,5.3,133.64,168.43,209.12,264.92
FY2036-Q4,Jan2025,TAS,92.82,78.81,76.45,90.04,84.97,87.78,83.48,5.3,133.64,168.43,209.12,264.92
FY2037-Q1,Jan2025,TAS,95.68,81.77,76.72,87.91,81.89,86.78,80.81,4.2,134.2,169.92,213.68,269.88
FY2037-Q2,Jan2025,TAS,60.15,49.92,53.25,54.32,58.65,53.21,57.47,4.2,134.2,169.92,213.68,269.88
FY2037-Q3,Jan2025,TAS,127.91,96.66,112.52,100.45,116.79,99.35,115.84,4.2,134.2,169.92,213.68,269.88
FY2037-Q4,Jan2025,TAS,84.2,76.38,65.88,86.2,73.36,84.03,71.96,4.2,134.2,169.92,213.68,269.88
FY2038-Q1,Jan2025,TAS,95.21,84.14,75.83,89.99,81.35,89.34,80.44,3.2,135.75,171.02,212.81,255.45
FY2038-Q2,Jan2025,TAS,59.12,49.42,51.41,54.1,56.98,53.39,56.19,3.2,135.75,171.02,212.81,255.45
FY2038-Q3,Jan2025,TAS,132.3,97.92,116.66,101.53,120.89,100.82,120.29,3.2,135.75,171.02,212.81,255.45
FY2038-Q4,Jan2025,TAS,83.31,75.38,64.6,83.67,71.48,82.78,70.88,3.2,135.75,171.02,212.81,255.45
FY2039-Q1,Jan2025,TAS,100.57,92.41,79.6,99.03,85.21,98.59,84.66,2.1,135.6,170.72,212.25,267.68
FY2039-Q2,Jan2025,TAS,62.29,53.87,54.6,58.14,59.83,57.6,59.34,2.1,135.6,170.72,212.25,267.68
FY2039-Q3,Jan2025,TAS,130.69,103.65,113.56,106.81,117.22,106.44,116.86,2.1,135.6,170.72,212.25,267.68
FY2039-Q4,Jan2025,TAS,86.73,82.36,67.44,90.78,74.05,89.72,73.37,2.1,135.6,170.72,212.25,267.68
FY2040-Q1,Jan2025,TAS,88.43,81.08,66.49,87.78,71.27,87.49,71,1.1,133.82,168.81,208.36,255.38
FY2040-Q2,Jan2025,TAS,57.12,47.45,49.35,52.94,55.42,52.76,55.22,1.1,133.82,168.81,208.36,255.38
FY2040-Q3,Jan2025,TAS,128.79,105.9,104.95,108.63,108.6,108.32,108.34,1.1,133.82,168.81,208.36,255.38
FY2040-Q4,Jan2025,TAS,78.34,85.56,56.2,96.36,62.66,96.06,62.4,1.1,133.82,168.81,208.36,255.38
FY2041-Q1,Jan2025,TAS,91.51,82.61,67.34,90.12,73.12,89.75,72.9,1.1,135.41,169.47,210.42,267.89
FY2041-Q2,Jan2025,TAS,59.44,49.47,49.97,56.41,56.76,55.93,56.28,1.1,135.41,169.47,210.42,267.89
FY2041-Q3,Jan2025,TAS,125.33,100.52,102.57,104.09,106.41,103.75,106.1,1.1,135.41,169.47,210.42,267.89
FY2041-Q4,Jan2025,TAS,75.55,77.29,54.08,85.78,60.86,85.42,60.61,1.1,135.41,169.47,210.42,267.89
FY2042-Q1,Jan2025,TAS,90.86,79.07,67.3,86.58,73.17,86.11,72.77,1.1,137.72,172.07,212.53,262.33
FY2042-Q2,Jan2025,TAS,63.3,49.75,52.59,57.06,59.88,56.79,59.52,1.1,137.72,172.07,212.53,262.33
FY2042-Q3,Jan2025,TAS,123.06,91.89,99.89,96.34,104.32,95.86,103.96,1.1,137.72,172.07,212.53,262.33
FY2042-Q4,Jan2025,TAS,75.97,75.35,53.93,83.88,61.76,83.43,61.44,1.1,137.72,172.07,212.53,262.33
FY2043-Q1,Jan2025,TAS,91.11,78.3,67.41,85.97,73.32,85.59,73.05,1.1,138.82,173.34,212.74,260.51
FY2043-Q2,Jan2025,TAS,62.46,48.93,52.17,57.04,60.38,56.5,59.87,1.1,138.82,173.34,212.74,260.51
